PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked,FamilySize,FamilyID,Survived
92,3,1,20.0,0,0,7.8542,6,3,1,50,0
93,1,1,46.0,1,0,61.175,6,3,2,50,0
94,3,1,26.0,1,2,20.575,6,3,4,17,0
95,3,1,59.0,0,0,7.25,6,3,1,50,0
96,3,1,,0,0,8.05,6,3,1,50,0
97,1,1,71.0,0,0,34.6542,6,1,1,50,0
98,1,1,23.0,0,1,63.3583,6,1,2,50,1
99,2,0,34.0,0,1,23.0,7,3,2,50,1
100,2,1,34.0,1,0,26.0,6,3,2,50,0
101,3,0,28.0,0,0,7.8958,4,3,1,50,0
102,3,1,,0,0,7.8958,6,3,1,50,0
103,1,1,21.0,0,1,77.2875,6,3,2,50,0
104,3,1,33.0,0,0,8.6542,6,3,1,50,0
105,3,1,37.0,2,0,7.925,6,3,3,50,0
106,3,1,28.0,0,0,7.8958,6,3,1,50,0
107,3,0,21.0,0,0,7.65,4,3,1,50,1
108,3,1,,0,0,7.775,6,3,1,50,1
109,3,1,38.0,0,0,7.8958,6,3,1,50,0
110,3,0,,1,0,24.15,4,2,2,50,1
111,1,1,47.0,0,0,52.0,6,3,1,50,0
112,3,0,14.5,1,0,14.4542,4,1,2,50,0
113,3,1,22.0,0,0,8.05,6,3,1,50,0
114,3,0,20.0,1,0,9.825,4,3,2,50,0
115,3,0,17.0,0,0,14.4583,4,1,1,50,0
116,3,1,21.0,0,0,7.925,6,3,1,50,0
117,3,1,70.5,0,0,7.75,6,2,1,50,0
118,2,1,29.0,1,0,21.0,6,3,2,50,0
119,1,1,24.0,0,1,247.5208,6,1,2,50,0
120,3,0,2.0,4,2,31.275,4,3,7,2,0
121,2,1,21.0,2,0,73.5,6,3,3,27,0
122,3,1,,0,0,8.05,6,3,1,50,0
123,2,1,32.5,1,0,30.0708,6,1,2,50,0
124,2,0,32.5,0,0,13.0,4,3,1,50,1
125,1,1,54.0,0,1,77.2875,6,3,2,50,0
126,3,1,12.0,1,0,11.2417,3,1,2,50,1
127,3,1,,0,0,7.75,6,2,1,50,0
128,3,1,24.0,0,0,7.1417,6,3,1,50,1
129,3,0,,1,1,22.3583,4,1,3,41,1
130,3,1,45.0,0,0,6.975,6,3,1,50,0
131,3,1,33.0,0,0,7.8958,6,1,1,50,0
132,3,1,20.0,0,0,7.05,6,3,1,50,0
133,3,0,47.0,1,0,14.5,7,3,2,50,0
134,2,0,29.0,1,0,26.0,7,3,2,50,1
135,2,1,25.0,0,0,13.0,6,3,1,50,0
136,2,1,23.0,0,0,15.0458,6,1,1,50,0
137,1,0,19.0,0,2,26.2833,4,3,3,50,1
138,1,1,37.0,1,0,53.1,6,3,2,50,0
139,3,1,16.0,0,0,9.2167,6,3,1,50,0
140,1,1,24.0,0,0,79.2,6,1,1,50,0
141,3,0,,0,2,15.2458,7,1,3,6,0
142,3,0,22.0,0,0,7.75,4,3,1,50,1
143,3,0,24.0,1,0,15.85,7,3,2,50,1
144,3,1,19.0,0,0,6.75,6,2,1,50,0
145,2,1,18.0,0,0,11.5,6,3,1,50,0
146,2,1,19.0,1,1,36.75,6,3,3,50,0
147,3,1,27.0,0,0,7.7958,6,3,1,50,1
148,3,0,9.0,2,2,34.375,4,3,5,21,0
149,2,1,36.5,0,2,26.0,6,3,3,37,0
150,2,1,42.0,0,0,13.0,9,3,1,50,0
151,2,1,51.0,0,0,12.525,9,3,1,50,0
152,1,0,22.0,1,0,66.6,7,3,2,50,1
153,3,1,55.5,0,0,8.05,6,3,1,50,0
154,3,1,40.5,0,2,14.5,6,3,3,60,0
155,3,1,,0,0,7.3125,6,3,1,50,0
156,1,1,51.0,0,1,61.3792,6,1,2,50,0
157,3,0,16.0,0,0,7.7333,4,2,1,50,1
158,3,1,30.0,0,0,8.05,6,3,1,50,0
159,3,1,,0,0,8.6625,6,3,1,50,0
160,3,1,,8,2,69.55,3,3,11,46,0
161,3,1,44.0,0,1,16.1,6,3,2,50,0
162,2,0,40.0,0,0,15.75,7,3,1,50,1
163,3,1,26.0,0,0,7.775,6,3,1,50,0
164,3,1,17.0,0,0,8.6625,6,3,1,50,0
165,3,1,1.0,4,1,39.6875,3,3,6,39,0
166,3,1,9.0,0,2,20.525,3,3,3,23,1
167,1,0,,0,1,55.0,7,3,2,50,1
168,3,0,45.0,1,4,27.9,7,3,6,49,0
169,1,1,,0,0,25.925,6,3,1,50,0
170,3,1,28.0,0,0,56.4958,6,3,1,50,0
171,1,1,61.0,0,0,33.5,6,3,1,50,0
172,3,1,4.0,4,1,29.125,3,2,6,43,0
173,3,0,1.0,1,1,11.1333,4,3,3,28,1
174,3,1,21.0,0,0,7.925,6,3,1,50,0
175,1,1,56.0,0,0,30.6958,6,1,1,50,0
176,3,1,18.0,1,1,7.8542,6,3,3,30,0
177,3,1,,3,1,25.4667,3,3,5,32,0
178,1,0,50.0,0,0,28.7125,4,1,1,50,0
179,2,1,30.0,0,0,13.0,6,3,1,50,0
180,3,1,36.0,0,0,0.0,6,3,1,50,0
181,3,0,,8,2,69.55,4,3,11,46,0
182,2,1,,0,0,15.05,6,1,1,50,0
183,3,1,9.0,4,2,31.3875,3,3,7,3,0
184,2,1,1.0,2,1,39.0,3,3,4,5,1
185,3,0,4.0,0,2,22.025,4,3,3,50,1
186,1,1,,0,0,50.0,6,3,1,50,0
187,3,0,,1,0,15.5,7,2,2,50,1
188,1,1,45.0,0,0,26.55,6,3,1,50,1
189,3,1,40.0,1,1,15.5,6,2,3,7,0
190,3,1,36.0,0,0,7.8958,6,3,1,50,0
191,2,0,32.0,0,0,13.0,7,3,1,50,1
192,2,1,19.0,0,0,13.0,6,3,1,50,0
193,3,0,19.0,1,0,7.8542,4,3,2,50,1
194,2,1,3.0,1,1,26.0,3,3,3,37,1
195,1,0,44.0,0,0,27.7208,7,1,1,50,1
196,1,0,58.0,0,0,146.5208,4,1,1,50,1
197,3,1,,0,0,7.75,6,2,1,50,0
198,3,1,42.0,0,1,8.4042,6,3,2,50,0
199,3,0,,0,0,7.75,4,2,1,50,1
200,2,0,24.0,0,0,13.0,4,3,1,50,0
201,3,1,28.0,0,0,9.5,6,3,1,50,0
202,3,1,,8,2,69.55,6,3,11,46,0
203,3,1,34.0,0,0,6.4958,6,3,1,50,0
204,3,1,45.5,0,0,7.225,6,1,1,50,0
205,3,1,18.0,0,0,8.05,6,3,1,50,1
206,3,0,2.0,0,1,10.4625,4,3,2,50,0
207,3,1,32.0,1,0,15.85,6,3,2,50,0
208,3,1,26.0,0,0,18.7875,6,1,1,50,1
209,3,0,16.0,0,0,7.75,4,2,1,50,1
210,1,1,40.0,0,0,31.0,6,1,1,50,1
211,3,1,24.0,0,0,7.05,6,3,1,50,0
212,2,0,35.0,0,0,21.0,4,3,1,50,1
213,3,1,22.0,0,0,7.25,6,3,1,50,0
214,2,1,30.0,0,0,13.0,6,3,1,50,0
215,3,1,,1,0,7.75,6,2,2,50,0
216,1,0,31.0,1,0,113.275,4,1,2,50,1
217,3,0,27.0,0,0,7.925,4,3,1,50,1
218,2,1,42.0,1,0,27.0,6,3,2,50,0
219,1,0,32.0,0,0,76.2917,4,1,1,50,1
220,2,1,30.0,0,0,10.5,6,3,1,50,0
221,3,1,16.0,0,0,8.05,6,3,1,50,1
222,2,1,27.0,0,0,13.0,6,3,1,50,0
223,3,1,51.0,0,0,8.05,6,3,1,50,0
224,3,1,,0,0,7.8958,6,3,1,50,0
225,1,1,38.0,1,0,90.0,6,3,2,50,1
226,3,1,22.0,0,0,9.35,6,3,1,50,0
227,2,1,19.0,0,0,10.5,6,3,1,50,1
228,3,1,20.5,0,0,7.25,6,3,1,50,0
229,2,1,18.0,0,0,13.0,6,3,1,50,0
230,3,0,,3,1,25.4667,4,3,5,32,0
231,1,0,35.0,1,0,83.475,7,3,2,50,1
232,3,1,29.0,0,0,7.775,6,3,1,50,0
233,2,1,59.0,0,0,13.5,6,3,1,50,0
234,3,0,5.0,4,2,31.3875,4,3,7,3,1
235,2,1,24.0,0,0,10.5,6,3,1,50,0
236,3,0,,0,0,7.55,4,3,1,50,0
237,2,1,44.0,1,0,26.0,6,3,2,50,0
238,2,0,8.0,0,2,26.25,4,3,3,11,1
239,2,1,19.0,0,0,10.5,6,3,1,50,0
240,2,1,33.0,0,0,12.275,6,3,1,50,0
241,3,0,,1,0,14.4542,4,1,2,50,0
242,3,0,,1,0,15.5,4,2,2,50,1
243,2,1,29.0,0,0,10.5,6,3,1,50,0
244,3,1,22.0,0,0,7.125,6,3,1,50,0
245,3,1,30.0,0,0,7.225,6,1,1,50,0
246,1,1,44.0,2,0,90.0,1,2,3,50,0
247,3,0,25.0,0,0,7.775,4,3,1,50,0
248,2,0,24.0,0,2,14.5,7,3,3,50,1
249,1,1,37.0,1,1,52.5542,6,3,3,50,1
250,2,1,54.0,1,0,26.0,9,3,2,50,0
251,3,1,,0,0,7.25,6,3,1,50,0
252,3,0,29.0,1,1,10.4625,7,3,3,50,0
253,1,1,62.0,0,0,26.55,6,3,1,50,0
254,3,1,30.0,1,0,16.1,6,3,2,50,0
255,3,0,41.0,0,2,20.2125,7,3,3,44,0
256,3,0,29.0,0,2,15.2458,7,1,3,54,1
257,1,0,,0,0,79.2,7,1,1,50,1
258,1,0,30.0,0,0,86.5,4,3,1,50,1
259,1,0,35.0,0,0,512.3292,4,1,1,50,1
260,2,0,50.0,0,1,26.0,7,3,2,50,1
261,3,1,,0,0,7.75,6,2,1,50,0
262,3,1,3.0,4,2,31.3875,3,3,7,3,1
263,1,1,52.0,1,1,79.65,6,3,3,52,0
264,1,1,40.0,0,0,0.0,6,3,1,50,0
265,3,0,,0,0,7.75,4,2,1,50,0
266,2,1,36.0,0,0,10.5,6,3,1,50,0
267,3,1,16.0,4,1,39.6875,6,3,6,39,0
268,3,1,25.0,1,0,7.775,6,3,2,50,1
269,1,0,58.0,0,1,153.4625,7,3,2,50,1
270,1,0,35.0,0,0,135.6333,4,3,1,50,1
271,1,1,,0,0,31.0,6,3,1,50,0
272,3,1,25.0,0,0,0.0,6,3,1,50,1
273,2,0,41.0,0,1,19.5,7,3,2,50,1
274,1,1,37.0,0,1,29.7,6,1,2,50,0
275,3,0,,0,0,7.75,4,2,1,50,1
276,1,0,63.0,1,0,77.9583,4,3,2,50,1
277,3,0,45.0,0,0,7.75,4,3,1,50,0
278,2,1,,0,0,0.0,6,3,1,50,0
279,3,1,7.0,4,1,29.125,3,2,6,43,0
280,3,0,35.0,1,1,20.25,7,3,3,0,1
281,3,1,65.0,0,0,7.75,6,2,1,50,0
282,3,1,28.0,0,0,7.8542,6,3,1,50,0
283,3,1,16.0,0,0,9.5,6,3,1,50,0
284,3,1,19.0,0,0,8.05,6,3,1,50,1
285,1,1,,0,0,26.0,6,3,1,50,0
286,3,1,33.0,0,0,8.6625,6,1,1,50,0
287,3,1,30.0,0,0,9.5,6,3,1,50,1
288,3,1,22.0,0,0,7.8958,6,3,1,50,0
289,2,1,42.0,0,0,13.0,6,3,1,50,1
290,3,0,22.0,0,0,7.75,4,2,1,50,1
291,1,0,26.0,0,0,78.85,4,3,1,50,1
292,1,0,19.0,1,0,91.0792,7,1,2,50,1
293,2,1,36.0,0,0,12.875,6,1,1,50,0
294,3,0,24.0,0,0,8.85,4,3,1,50,0
295,3,1,24.0,0,0,7.8958,6,3,1,50,0
296,1,1,,0,0,27.7208,6,1,1,50,0
297,3,1,23.5,0,0,7.2292,6,1,1,50,0
298,1,0,2.0,1,2,151.55,4,3,4,1,0
299,1,1,,0,0,30.5,6,3,1,50,1
300,1,0,50.0,0,1,247.5208,7,1,2,50,1
301,3,0,,0,0,7.75,4,2,1,50,1
302,3,1,,2,0,23.25,6,2,3,34,1
303,3,1,19.0,0,0,0.0,6,3,1,50,0
304,2,0,,0,0,12.35,4,2,1,50,1
305,3,1,,0,0,8.05,6,3,1,50,0
306,1,1,0.92,1,2,151.55,3,3,4,1,1
307,1,0,,0,0,110.8833,4,1,1,50,1
308,1,0,17.0,1,0,108.9,7,1,2,50,1
309,2,1,30.0,1,0,24.0,6,1,2,50,0
310,1,0,30.0,0,0,56.9292,4,1,1,50,1
311,1,0,24.0,0,0,83.1583,4,1,1,50,1
312,1,0,18.0,2,2,262.375,4,1,5,45,1
313,2,0,26.0,1,1,26.0,7,3,3,50,0
314,3,1,28.0,0,0,7.8958,6,3,1,50,0
315,2,1,43.0,1,1,26.25,6,3,3,25,0
316,3,0,26.0,0,0,7.8542,4,3,1,50,1
317,2,0,24.0,1,0,26.0,7,3,2,50,1
318,2,1,54.0,0,0,14.0,1,3,1,50,0
319,1,0,31.0,0,2,164.8667,4,3,3,58,1
320,1,0,40.0,1,1,134.5,7,1,3,51,1
321,3,1,22.0,0,0,7.25,6,3,1,50,0
322,3,1,27.0,0,0,7.8958,6,3,1,50,0
323,2,0,30.0,0,0,12.35,4,2,1,50,1
324,2,0,22.0,1,1,29.0,7,3,3,9,1
325,3,1,,8,2,69.55,6,3,11,46,0
326,1,0,36.0,0,0,135.6333,4,1,1,50,1
327,3,1,61.0,0,0,6.2375,6,3,1,50,0
328,2,0,36.0,0,0,13.0,7,3,1,50,1
329,3,0,31.0,1,1,20.525,7,3,3,23,1
330,1,0,16.0,0,1,57.9792,4,1,2,50,1
331,3,0,,2,0,23.25,4,2,3,34,1
332,1,1,45.5,0,0,28.5,6,3,1,50,0
333,1,1,38.0,0,1,153.4625,6,3,2,50,0
334,3,1,16.0,2,0,18.0,6,3,3,50,0
335,1,0,,1,0,133.65,7,3,2,50,1
336,3,1,,0,0,7.8958,6,3,1,50,0
337,1,1,29.0,1,0,66.6,6,3,2,50,0
338,1,0,41.0,0,0,134.5,4,1,1,50,1
339,3,1,45.0,0,0,8.05,6,3,1,50,1
340,1,1,45.0,0,0,35.5,6,3,1,50,0
341,2,1,2.0,1,1,26.0,3,3,3,37,1
342,1,0,24.0,3,2,263.0,4,3,6,22,1
343,2,1,28.0,0,0,13.0,6,3,1,50,0
344,2,1,25.0,0,0,13.0,6,3,1,50,0
345,2,1,36.0,0,0,13.0,6,3,1,50,0
346,2,0,24.0,0,0,13.0,4,3,1,50,1
347,2,0,40.0,0,0,13.0,4,3,1,50,1
348,3,0,,1,0,16.1,7,3,2,50,1
349,3,1,3.0,1,1,15.9,3,3,3,13,1
350,3,1,42.0,0,0,8.6625,6,3,1,50,0
351,3,1,23.0,0,0,9.225,6,3,1,50,0
352,1,1,,0,0,35.0,6,3,1,50,0
353,3,1,15.0,1,1,7.2292,6,1,3,20,0
354,3,1,25.0,1,0,17.8,6,3,2,50,0
355,3,1,,0,0,7.225,6,1,1,50,0
356,3,1,28.0,0,0,9.5,6,3,1,50,0
357,1,0,22.0,0,1,55.0,4,3,2,50,1
358,2,0,38.0,0,0,13.0,4,3,1,50,0
359,3,0,,0,0,7.8792,4,2,1,50,1
360,3,0,,0,0,7.8792,4,2,1,50,1
361,3,1,40.0,1,4,27.9,6,3,6,49,0
362,2,1,29.0,1,0,27.7208,6,1,2,50,0
363,3,0,45.0,0,1,14.4542,7,1,2,50,0
364,3,1,35.0,0,0,7.05,6,3,1,50,0
365,3,1,,1,0,15.5,6,2,2,50,0
366,3,1,30.0,0,0,7.25,6,3,1,50,0
367,1,0,60.0,1,0,75.25,7,1,2,50,1
368,3,0,,0,0,7.2292,7,1,1,50,1
369,3,0,,0,0,7.75,4,2,1,50,1
370,1,0,24.0,0,0,69.3,5,1,1,50,1
371,1,1,25.0,1,0,55.4417,6,1,2,50,1
372,3,1,18.0,1,0,6.4958,6,3,2,50,0
373,3,1,19.0,0,0,8.05,6,3,1,50,0
374,1,1,22.0,0,0,135.6333,6,1,1,50,0
375,3,0,3.0,3,1,21.075,4,3,5,38,0
376,1,0,,1,0,82.1708,7,1,2,50,1
377,3,0,22.0,0,0,7.25,4,3,1,50,1
378,1,1,27.0,0,2,211.5,6,1,3,59,0
379,3,1,20.0,0,0,4.0125,6,1,1,50,0
380,3,1,19.0,0,0,7.775,6,3,1,50,0
381,1,0,42.0,0,0,227.525,4,1,1,50,1
382,3,0,1.0,0,2,15.7417,4,1,3,36,1
383,3,1,32.0,0,0,7.925,6,3,1,50,0
384,1,0,35.0,1,0,52.0,7,3,2,50,1
385,3,1,,0,0,7.8958,6,3,1,50,0
386,2,1,18.0,0,0,73.5,6,3,1,50,0
387,3,1,1.0,5,2,46.9,3,3,8,24,0
388,2,0,36.0,0,0,13.0,4,3,1,50,1
389,3,1,,0,0,7.7292,6,2,1,50,0
390,2,0,17.0,0,0,12.0,4,1,1,50,1
391,1,1,36.0,1,2,120.0,6,3,4,10,1
392,3,1,21.0,0,0,7.7958,6,3,1,50,1
393,3,1,28.0,2,0,7.925,6,3,3,50,0
394,1,0,23.0,1,0,113.275,4,1,2,50,1
395,3,0,24.0,0,2,16.7,7,3,3,48,1
396,3,1,22.0,0,0,7.7958,6,3,1,50,0
397,3,0,31.0,0,0,7.8542,4,3,1,50,0
398,2,1,46.0,0,0,26.0,6,3,1,50,0
399,2,1,23.0,0,0,10.5,1,3,1,50,0
400,2,0,28.0,0,0,12.65,7,3,1,50,1
401,3,1,39.0,0,0,7.925,6,3,1,50,1
402,3,1,26.0,0,0,8.05,6,3,1,50,0
403,3,0,21.0,1,0,9.825,4,3,2,50,0
404,3,1,28.0,1,0,15.85,6,3,2,50,0
405,3,0,20.0,0,0,8.6625,4,3,1,50,0
406,2,1,34.0,1,0,21.0,6,3,2,50,0
407,3,1,51.0,0,0,7.75,6,3,1,50,0
408,2,1,3.0,1,1,18.75,3,3,3,50,1
409,3,1,21.0,0,0,7.775,6,3,1,50,0
410,3,0,,3,1,25.4667,4,3,5,32,0
411,3,1,,0,0,7.8958,6,3,1,50,0
412,3,1,,0,0,6.8583,6,2,1,50,0
413,1,0,33.0,1,0,90.0,4,2,2,50,1
414,2,1,,0,0,0.0,6,3,1,50,0
415,3,1,44.0,0,0,7.925,6,3,1,50,1
416,3,0,,0,0,8.05,7,3,1,50,0
417,2,0,34.0,1,1,32.5,7,3,3,19,1
418,2,0,18.0,0,2,13.0,4,3,3,50,1
419,2,1,30.0,0,0,13.0,6,3,1,50,0
420,3,0,10.0,0,2,24.15,4,3,3,55,0
421,3,1,,0,0,7.8958,6,1,1,50,0
422,3,1,21.0,0,0,7.7333,6,2,1,50,0
423,3,1,29.0,0,0,7.875,6,3,1,50,0
424,3,0,28.0,1,1,14.4,7,3,3,15,0
425,3,1,18.0,1,1,20.2125,6,3,3,44,0
426,3,1,,0,0,7.25,6,3,1,50,0
427,2,0,28.0,1,0,26.0,7,3,2,50,1
428,2,0,19.0,0,0,26.0,4,3,1,50,1
429,3,1,,0,0,7.75,6,2,1,50,0
430,3,1,32.0,0,0,8.05,6,3,1,50,1
431,1,1,28.0,0,0,26.55,6,3,1,50,1
432,3,0,,1,0,16.1,7,3,2,50,1
433,2,0,42.0,1,0,26.0,7,3,2,50,1
434,3,1,17.0,0,0,7.125,6,3,1,50,0
435,1,1,50.0,1,0,55.9,6,3,2,50,0
436,1,0,14.0,1,2,120.0,4,3,4,10,1
437,3,0,21.0,2,2,34.375,4,3,5,21,0
438,2,0,24.0,2,3,18.75,7,3,6,50,1
439,1,1,64.0,1,4,263.0,6,3,6,22,0
440,2,1,31.0,0,0,10.5,6,3,1,50,0
441,2,0,45.0,1,1,26.25,7,3,3,25,1
442,3,1,20.0,0,0,9.5,6,3,1,50,0
443,3,1,25.0,1,0,7.775,6,3,2,50,0
444,2,0,28.0,0,0,13.0,8,3,1,50,1
445,3,1,,0,0,8.1125,6,3,1,50,1
446,1,1,4.0,0,2,81.8583,3,3,3,18,1
447,2,0,13.0,0,1,19.5,4,3,2,50,1
448,1,1,34.0,0,0,26.55,6,3,1,50,1
449,3,0,5.0,2,1,19.2583,4,1,4,4,1
450,1,1,52.0,0,0,30.5,10,3,1,50,1
451,2,1,36.0,1,2,27.75,6,3,4,57,0
452,3,1,,1,0,19.9667,6,3,2,50,0
453,1,1,30.0,0,0,27.75,6,1,1,50,0
454,1,1,49.0,1,0,89.1042,6,1,2,50,1
455,3,1,,0,0,8.05,6,3,1,50,0
456,3,1,29.0,0,0,7.8958,6,1,1,50,1
457,1,1,65.0,0,0,26.55,6,3,1,50,0
458,1,0,,1,0,51.8625,7,3,2,50,1
459,2,0,50.0,0,0,10.5,4,3,1,50,1
460,3,1,,0,0,7.75,6,2,1,50,0
461,1,1,48.0,0,0,26.55,6,3,1,50,1
462,3,1,34.0,0,0,8.05,6,3,1,50,0
463,1,1,47.0,0,0,38.5,6,3,1,50,0
464,2,1,48.0,0,0,13.0,6,3,1,50,0
465,3,1,,0,0,8.05,6,3,1,50,0
466,3,1,38.0,0,0,7.05,6,3,1,50,0
467,2,1,,0,0,0.0,6,3,1,50,0
468,1,1,56.0,0,0,26.55,6,3,1,50,0
469,3,1,,0,0,7.725,6,2,1,50,0
470,3,0,0.75,2,1,19.2583,4,1,4,4,1
471,3,1,,0,0,7.25,6,3,1,50,0
472,3,1,38.0,0,0,8.6625,6,3,1,50,0
473,2,0,33.0,1,2,27.75,7,3,4,57,1
474,2,0,23.0,0,0,13.7917,7,1,1,50,1
475,3,0,22.0,0,0,9.8375,4,3,1,50,0
476,1,1,,0,0,52.0,6,3,1,50,0
477,2,1,34.0,1,0,21.0,6,3,2,50,0
478,3,1,29.0,1,0,7.0458,6,3,2,50,0
479,3,1,22.0,0,0,7.5208,6,3,1,50,0
480,3,0,2.0,0,1,12.2875,4,3,2,50,1
481,3,1,9.0,5,2,46.9,3,3,8,24,0
482,2,1,,0,0,0.0,6,3,1,50,0
483,3,1,50.0,0,0,8.05,6,3,1,50,0
484,3,0,63.0,0,0,9.5875,7,3,1,50,1
485,1,1,25.0,1,0,91.0792,6,1,2,50,1
486,3,0,,3,1,25.4667,4,3,5,32,0
487,1,0,35.0,1,0,90.0,7,3,2,50,1
488,1,1,58.0,0,0,29.7,6,1,1,50,0
489,3,1,30.0,0,0,8.05,6,3,1,50,0
490,3,1,9.0,1,1,15.9,3,3,3,13,1
491,3,1,,1,0,19.9667,6,3,2,50,0
492,3,1,21.0,0,0,7.25,6,3,1,50,0
493,1,1,55.0,0,0,30.5,6,3,1,50,0
494,1,1,71.0,0,0,49.5042,6,1,1,50,0
495,3,1,21.0,0,0,8.05,6,3,1,50,0
496,3,1,,0,0,14.4583,6,1,1,50,0
497,1,0,54.0,1,0,78.2667,4,1,2,50,1
498,3,1,,0,0,15.1,6,3,1,50,0
499,1,0,25.0,1,2,151.55,7,3,4,1,0
500,3,1,24.0,0,0,7.7958,6,3,1,50,0
501,3,1,17.0,0,0,8.6625,6,3,1,50,0
